1	143.872430
2	143.728874
3	144.262008
4	144.216715
5	142.789816
6	142.407877
7	144.037502
8	144.905809
9	144.802652
10	143.623139
11	143.352006
12	142.514975
13	138.816735
14	143.944877
15	144.332855
16	145.834405
17	142.712637
18	143.670834
19	142.637976
20	140.589110
21	145.360939
22	145.924694
23	146.262118
24	146.923385
25	143.736707
26	143.088723
27	144.736972
28	144.138684
29	145.348557
30	143.853562
31	142.802633
32	142.055301
33	144.744023
34	143.224721
35	146.518154
36	146.333357
37	142.238384
38	144.797775
39	140.714089
40	143.802052
41	142.096561
42	146.902829
43	141.780209
44	143.458819
45	144.020621
46	140.866239
47	143.273642
48	145.938680
49	144.302001
50	142.889749
51	144.264545
52	142.480763
53	145.468627
54	141.779404
55	142.840600
56	145.632744
57	143.119336
58	141.994343
59	144.296839
60	143.297354
61	144.370436
62	143.017229
63	142.198305
64	144.259735
65	141.440468
66	143.851068
67	141.092974
68	141.258701
69	145.482655
70	143.063914
71	143.397924
72	141.498839
73	142.262248
74	143.670020
75	144.901226
76	145.191952
77	141.733179
78	145.136968
79	143.759392
80	144.019480
81	141.233592
82	144.211664
83	142.550464
84	142.001555
85	140.351095
86	144.982518
87	141.730047
88	143.239695
89	141.119932
90	144.140999
91	144.007754
92	142.633458
93	143.210417
94	142.126098
95	142.702321
96	145.543090
97	145.075673
98	141.890204
99	144.879029
100	143.947117
101	145.255857
102	144.597187
103	143.153997
104	142.820606
105	142.228728
106	143.533713
107	142.843837
108	144.572607
109	145.197238
110	145.960688
111	144.160074
112	144.800032
113	143.591308
114	144.573627
115	141.215901
116	142.473454
117	142.594956
118	142.695605
119	143.866378
120	141.722120
121	145.313983
122	145.015245
123	140.779647
124	139.417986
125	143.495697
