1	39.360378
2	41.126928
3	38.884741
4	47.503261
5	41.978144
6	44.246204
7	43.139578
8	42.613599
9	40.102844
10	42.055306
11	40.960358
12	45.851914
13	40.284640
14	47.324973
15	41.067440
16	44.641394
17	39.017556
18	38.208746
19	46.794986
20	42.215337
21	38.672801
22	38.609756
23	41.433037
24	47.179692
25	41.095381
26	46.595740
27	45.766987
28	39.249075
29	45.520086
30	41.996369
31	39.337808
32	38.529936
33	38.261102
34	45.110346
35	45.605767
36	45.143120
37	45.101501
38	43.573954
39	44.179150
40	43.083581
41	44.121982
42	40.584837
43	43.763876
44	42.952198
45	43.066946
46	39.377187
47	43.830178
48	45.978151
49	47.529337
50	41.860347
51	47.898146
52	42.488288
53	46.379869
54	42.805915
55	40.796226
56	38.325689
57	43.449351
58	46.891089
59	45.364951
60	45.647239
61	38.796179
62	43.386556
63	41.429365
64	42.565494
65	43.808923
66	45.705561
67	46.131798
68	38.429470
69	41.607225
70	42.767994
71	40.590369
72	44.727435
73	40.818118
74	41.643315
75	43.130073
76	43.839390
77	41.866639
78	38.920989
79	45.048435
80	43.225800
81	46.362286
82	45.640070
83	38.337472
84	39.230756
85	47.924668
86	40.199420
87	45.138634
88	38.216143
89	39.610531
90	46.181545
91	39.527214
92	39.326449
93	42.318290
94	45.771371
95	38.832132
96	45.599753
97	46.709965
98	45.914116
99	40.489530
100	41.456478
101	45.303089
102	46.986893
103	47.597031
104	40.134673
105	42.628467
106	46.154750
107	46.198710
108	42.447923
109	45.452157
110	46.610124
111	43.197863
112	39.487679
113	39.852864
114	39.046179
115	44.232684
116	47.545461
117	42.246346
118	46.206207
119	38.284275
120	45.789235
121	44.751647
122	43.638752
123	45.549247
124	42.181595
125	43.842835
